complaint_id,complaint_text,category,priority,date_received,status
820,The service quality has deteriorated significantly over the past few months. Expecting a quick resolution.,Service Quality,High,2024-11-16,In Progress
821,Screen sharing feature freezes during presentations. This is affecting my work. I need help with this issue.,Technical Support,Medium,2023-03-13,Closed
822,My account shows a balance due but I already paid in full last week. Please look into this matter.,Billing,Medium,2024-07-09,In Progress
823,The account recovery process requires a phone number I no longer have access to. This has been going on for too long.,Account,Low,2023-09-11,Closed
824,The delivery date was changed twice without notifying me in advance. Expecting a quick resolution.,Delivery,High,2024-01-09,In Progress
825,The online help documentation is outdated and doesn't match the current interface. Please look into this matter.,Service Quality,Low,2024-10-27,In Progress
826,My loyalty points disappeared from my account after the system update.,Account,High,2023-06-29,Closed
827,The service outage lasted 3 days and there was no communication from your team. I need help with this issue.,Service Quality,Medium,2023-06-11,In Progress
828,I'm getting error code 502 whenever I try to access my dashboard. Please resolve this urgently.,Technical Support,Low,2023-06-10,Closed
829,My delivery was marked as delivered but I never received it at my address. Please resolve this urgently.,Delivery,High,2023-11-14,Closed
830,I was charged twice for my subscription this month. Please refund the extra amount. Please resolve this urgently.,Billing,Medium,2023-01-15,Closed
831,Video calls keep dropping after 5 minutes. My internet connection is fine. I need help with this issue.,Technical Support,High,2023-06-08,Closed
832,The print function is not working correctly. Pages come out blank or garbled. This needs immediate attention.,Technical Support,Medium,2023-01-01,Open
833,Two-factor authentication is locked and I cannot access my account at all. Expecting a quick resolution.,Technical Support,High,2024-06-09,Open
834,The currency conversion rate applied to my bill is incorrect.,Billing,High,2024-03-18,Closed
835,I need to transfer my account ownership but the process is not documented.,Account,Medium,2024-07-28,Closed
836,I've contacted support 5 times about the same issue and it's still not resolved. I am very disappointed.,Service Quality,High,2023-04-06,Closed
837,I was downgraded from premium to basic without any notification or consent. I am very disappointed.,Account,High,2023-01-18,In Progress
838,The package was left at the wrong address and I had to retrieve it myself. This has been going on for too long.,Delivery,Low,2024-05-02,Closed
839,Data sync between desktop and mobile versions is not working properly. I need help with this issue.,Technical Support,Medium,2024-04-19,Closed
840,The website is extremely slow and keeps timing out. I can't complete any transactions.,Technical Support,Low,2023-08-14,Closed
841,The currency conversion rate applied to my bill is incorrect. This has been going on for too long.,Billing,Medium,2023-09-06,In Progress
842,My refund has been pending for over 30 days. When will it be processed? Please look into this matter.,Billing,Medium,2024-04-13,Closed
843,I see an unauthorized charge on my account for $49.99. I did not make this purchase. I am very disappointed.,Billing,Medium,2023-01-07,Closed
844,I'm getting error code 502 whenever I try to access my dashboard. Expecting a quick resolution.,Technical Support,Medium,2023-01-26,Closed
845,I need to transfer my account ownership but the process is not documented.,Account,High,2023-11-13,In Progress
846,Someone accessed my account without authorization. I suspect a security breach. I need help with this issue.,Account,High,2023-11-17,Closed
847,The print function is not working correctly. Pages come out blank or garbled. Please look into this matter.,Technical Support,Medium,2024-03-01,Closed
848,Two-factor authentication is locked and I cannot access my account at all. This needs immediate attention.,Technical Support,High,2024-04-17,Closed
849,The delivery window given was 8am-8pm which is way too broad to be useful. This needs immediate attention.,Delivery,Low,2024-05-25,Closed
850,Video calls keep dropping after 5 minutes. My internet connection is fine. Please resolve this urgently.,Technical Support,Medium,2023-12-13,In Progress
851,Your company's communication during the maintenance window was poor.,Service Quality,Medium,2024-11-27,In Progress
852,My delivery was marked as delivered but I never received it at my address. I need help with this issue.,Delivery,Low,2023-03-12,Closed
853,The online help documentation is outdated and doesn't match the current interface. Please look into this matter.,Service Quality,High,2023-11-22,Closed
854,The service quality has deteriorated significantly over the past few months. This has been going on for too long.,Service Quality,High,2023-05-02,Closed
855,The delivery driver left the package in the rain without any protection. This needs immediate attention.,Delivery,Medium,2024-04-05,Open
856,I've been waiting 3 weeks for an international shipment that was quoted 7 days. This has been going on for too long.,Delivery,Medium,2023-05-22,Closed
857,The package arrived damaged. The contents inside were completely broken. Please resolve this urgently.,Delivery,Medium,2023-02-27,Closed
858,The billing cycle changed without my consent. I want to go back to monthly billing. Please look into this matter.,Billing,High,2024-09-29,Closed
859,The estimated delivery date on the website was inaccurate by over a week.,Delivery,Medium,2024-05-24,Closed
860,The promotional discount was not applied to my latest invoice. I was promised 20% off.,Billing,Low,2023-08-07,In Progress
861,My bill shows charges for services I never subscribed to. This is unacceptable. Please look into this matter.,Billing,Medium,2023-10-21,In Progress
862,The quality assurance on your latest product release is clearly lacking. Expecting a quick resolution.,Service Quality,High,2024-10-15,Closed
863,The price increased without any prior notification. This is unfair to loyal customers. This needs immediate attention.,Billing,Low,2024-12-13,In Progress
864,The currency conversion rate applied to my bill is incorrect. Please look into this matter.,Billing,Low,2024-01-30,Open
865,My account profile information was changed without my knowledge. Please look into this matter.,Account,High,2023-11-14,In Progress
866,Auto-save is not working and I lost 2 hours of work. Very frustrating. Expecting a quick resolution.,Technical Support,High,2024-06-25,Closed
867,Half of the items in my order are missing. I only received 2 out of 5 items. I need help with this issue.,Delivery,Low,2023-04-10,Open
868,The service outage lasted 3 days and there was no communication from your team. Please resolve this urgently.,Service Quality,Low,2023-05-22,Closed
869,I'm getting error code 502 whenever I try to access my dashboard. Expecting a quick resolution.,Technical Support,High,2024-05-12,In Progress
870,I cannot upload files larger than 5MB even though the limit should be 25MB.,Technical Support,Medium,2024-01-05,Closed
871,The gift wrapping I paid extra for was not included in the delivery. This has been going on for too long.,Delivery,Low,2024-12-14,Open
872,Perishable items in my order arrived spoiled due to delayed delivery. Expecting a quick resolution.,Delivery,Low,2023-09-07,Closed
873,I was charged twice for my subscription this month. Please refund the extra amount. Please look into this matter.,Billing,Medium,2024-07-28,Closed
874,I've contacted support 5 times about the same issue and it's still not resolved. Expecting a quick resolution.,Service Quality,Medium,2024-09-23,Closed
875,Video calls keep dropping after 5 minutes. My internet connection is fine. I am very disappointed.,Technical Support,High,2023-09-25,In Progress
876,I received a late payment fee even though I paid on time. Check your records. Please look into this matter.,Billing,Medium,2024-05-15,Open
877,The API integration keeps returning timeout errors for our application.,Technical Support,High,2024-02-04,In Progress
878,My account history and past orders have been wiped clean after the migration.,Account,High,2024-05-26,Closed
879,My bill shows charges for services I never subscribed to. This is unacceptable. This has been going on for too long.,Billing,Medium,2023-10-24,Open
880,My refund has been pending for over 30 days. When will it be processed? This has been going on for too long.,Billing,High,2024-10-27,Closed
881,I was transferred between 4 different departments without anyone helping me. This has been going on for too long.,Service Quality,Low,2023-03-01,Closed
882,My bill shows charges for services I never subscribed to. This is unacceptable. I need help with this issue.,Billing,Medium,2024-03-26,In Progress
883,I cancelled my plan last month but I'm still being billed. Please stop the charges. Expecting a quick resolution.,Billing,Low,2024-04-18,Closed
884,The export feature generates corrupted files. I cannot open the downloaded reports. Please resolve this urgently.,Technical Support,High,2024-07-02,In Progress
885,Your company's communication during the maintenance window was poor. I need help with this issue.,Service Quality,Medium,2024-08-02,In Progress
886,The delivery date was changed twice without notifying me in advance. This needs immediate attention.,Delivery,Medium,2024-03-24,Open
887,Someone accessed my account without authorization. I suspect a security breach.,Account,Medium,2024-01-05,In Progress
888,I ordered express shipping but the package is coming via standard delivery. I need help with this issue.,Delivery,Low,2024-08-07,Open
889,The quality assurance on your latest product release is clearly lacking. I need help with this issue.,Service Quality,Low,2024-07-30,In Progress
890,My account history and past orders have been wiped clean after the migration. Please resolve this urgently.,Account,Medium,2023-10-13,Closed
891,My account profile information was changed without my knowledge. This has been going on for too long.,Account,Medium,2023-07-31,In Progress
892,The billing cycle changed without my consent. I want to go back to monthly billing. This has been going on for too long.,Billing,High,2023-10-13,Closed
893,The estimated delivery date on the website was inaccurate by over a week. Expecting a quick resolution.,Delivery,Low,2024-08-24,Closed
894,The API integration keeps returning timeout errors for our application. This needs immediate attention.,Technical Support,High,2024-01-15,Closed
895,My account was locked without any explanation. I need immediate access. Expecting a quick resolution.,Account,High,2023-12-06,Closed
896,The tracking information hasn't updated in 4 days. Where is my package? This needs immediate attention.,Delivery,Medium,2023-01-16,Closed
897,The account merge feature is not working. I have two accounts that need combining. I am very disappointed.,Account,Low,2024-09-21,Closed
898,Your response time to emails is terrible. I waited a week for a simple answer. Please resolve this urgently.,Service Quality,Low,2023-01-27,Closed
899,The website is extremely slow and keeps timing out. I can't complete any transactions. This has been going on for too long.,Technical Support,Medium,2024-10-22,Open
900,The delivery window given was 8am-8pm which is way too broad to be useful. I am very disappointed.,Delivery,Medium,2024-02-28,Open
901,I cannot update my email address on the account settings page.,Account,Medium,2023-01-13,In Progress
902,My delivery was marked as delivered but I never received it at my address.,Delivery,Medium,2024-09-20,Open
903,The quality assurance on your latest product release is clearly lacking. I am very disappointed.,Service Quality,Medium,2024-10-16,Open
904,I requested an account data export but received an incomplete file. This has been going on for too long.,Account,Medium,2024-06-19,Closed
905,Screen sharing feature freezes during presentations. This is affecting my work. Please resolve this urgently.,Technical Support,Medium,2023-06-17,Open
906,The delivery driver left the package in the rain without any protection. I am very disappointed.,Delivery,Low,2023-02-08,Open
907,Two-factor authentication is locked and I cannot access my account at all. I need help with this issue.,Technical Support,High,2024-06-07,Closed
908,My delivery was marked as delivered but I never received it at my address. I need help with this issue.,Delivery,Medium,2023-07-05,Closed
909,The tracking information hasn't updated in 4 days. Where is my package?,Delivery,Medium,2023-04-11,In Progress
910,The service quality has deteriorated significantly over the past few months. This needs immediate attention.,Service Quality,High,2024-04-22,Closed
911,My account was locked without any explanation. I need immediate access. I need help with this issue.,Account,Medium,2023-08-17,Closed
912,Your response time to emails is terrible. I waited a week for a simple answer. Expecting a quick resolution.,Service Quality,Medium,2024-11-02,Open
913,My account shows a balance due but I already paid in full last week. Please look into this matter.,Billing,Medium,2024-10-18,Closed
914,Your response time to emails is terrible. I waited a week for a simple answer.,Service Quality,Low,2023-09-25,In Progress
915,The privacy settings on my account are not saving when I try to update them. I am very disappointed.,Account,Medium,2023-09-16,Closed
916,The software update broke several features that were working fine before. Please resolve this urgently.,Technical Support,Medium,2024-11-23,Closed
917,My replacement order is taking longer than the original order to ship. Please look into this matter.,Delivery,Low,2023-10-10,In Progress
918,The technician who visited my home was unprofessional and left without fixing the issue.,Service Quality,Medium,2024-11-02,Closed
919,The quality assurance on your latest product release is clearly lacking. This has been going on for too long.,Service Quality,Low,2023-06-29,Closed
920,The service quality has deteriorated significantly over the past few months. This has been going on for too long.,Service Quality,Medium,2024-01-14,Closed
921,The mobile app notifications are not working. I'm missing important alerts. Please resolve this urgently.,Technical Support,High,2023-06-10,Closed
922,Your team promised a callback within 24 hours but nobody called me back. I am very disappointed.,Service Quality,High,2024-03-21,Closed
923,I was charged for a premium feature that I never opted into. Remove the charge. Please resolve this urgently.,Billing,Low,2024-03-08,Closed
924,My delivery was marked as delivered but I never received it at my address. I am very disappointed.,Delivery,High,2024-01-10,Closed
925,I expect better service for the premium price I'm paying for your subscription.,Service Quality,High,2024-09-21,Open
926,Screen sharing feature freezes during presentations. This is affecting my work. This needs immediate attention.,Technical Support,High,2023-02-05,In Progress
927,The service outage lasted 3 days and there was no communication from your team. This has been going on for too long.,Service Quality,Medium,2023-12-08,In Progress
928,My replacement order is taking longer than the original order to ship.,Delivery,Low,2023-04-25,Closed
929,I need to transfer my account ownership but the process is not documented.,Account,Low,2024-09-15,Closed
930,I've contacted support 5 times about the same issue and it's still not resolved. Please resolve this urgently.,Service Quality,High,2024-12-26,Open
931,My payment was deducted but the service was not activated. I need an immediate refund. I need help with this issue.,Billing,Medium,2024-05-03,Open
932,I've contacted support 5 times about the same issue and it's still not resolved. Please look into this matter.,Service Quality,Medium,2023-11-16,In Progress
933,I cannot upload files larger than 5MB even though the limit should be 25MB. Please resolve this urgently.,Technical Support,Low,2023-08-23,Closed
934,I expect better service for the premium price I'm paying for your subscription. Please look into this matter.,Service Quality,Medium,2024-06-03,Closed
935,My account history and past orders have been wiped clean after the migration. This has been going on for too long.,Account,High,2024-12-22,In Progress
936,The account verification process keeps failing even with correct documents. This needs immediate attention.,Account,Medium,2024-10-20,Closed
937,My account was locked without any explanation. I need immediate access. This has been going on for too long.,Account,Medium,2023-02-15,Open
938,I filed a formal complaint two weeks ago and have received no acknowledgment.,Service Quality,Low,2024-10-08,Open
939,I was transferred between 4 different departments without anyone helping me.,Service Quality,High,2024-11-05,Closed
940,My refund has been pending for over 30 days. When will it be processed? Expecting a quick resolution.,Billing,High,2024-11-08,Open
941,The delivery date was changed twice without notifying me in advance. This has been going on for too long.,Delivery,Medium,2023-03-18,Closed
942,Your staff provided incorrect information which caused me financial loss. I am very disappointed.,Service Quality,High,2024-08-22,Open
943,The online help documentation is outdated and doesn't match the current interface. Please resolve this urgently.,Service Quality,Medium,2024-01-18,Closed
944,I requested an account data export but received an incomplete file. This has been going on for too long.,Account,High,2023-11-26,Open
945,I filed a formal complaint two weeks ago and have received no acknowledgment. Please resolve this urgently.,Service Quality,Medium,2024-05-29,In Progress
946,The quality of your product has declined since I first purchased it. I need help with this issue.,Service Quality,High,2024-06-13,In Progress
947,The delivery window given was 8am-8pm which is way too broad to be useful. This needs immediate attention.,Delivery,High,2023-09-04,In Progress
948,My package was returned to sender without any attempt to deliver it. Please resolve this urgently.,Delivery,Low,2023-07-30,In Progress
949,The parental controls on my account are not restricting content as configured. This needs immediate attention.,Account,High,2023-06-02,Open
950,Half of the items in my order are missing. I only received 2 out of 5 items. This needs immediate attention.,Delivery,High,2023-10-01,Open
951,The privacy settings on my account are not saving when I try to update them. Please look into this matter.,Account,Medium,2023-06-27,Open
952,The privacy settings on my account are not saving when I try to update them. Expecting a quick resolution.,Account,Medium,2024-06-11,Closed
953,My account profile information was changed without my knowledge. I am very disappointed.,Account,Low,2023-11-25,In Progress
954,The quality assurance on your latest product release is clearly lacking. I am very disappointed.,Service Quality,Low,2023-04-13,Open
955,Your software is not compatible with the latest OS update. Please fix this. This needs immediate attention.,Technical Support,Low,2023-08-11,In Progress
956,My refund has been pending for over 30 days. When will it be processed? Please resolve this urgently.,Billing,Medium,2023-04-22,Closed
957,My order shows shipped but the carrier says they never received the package. Please resolve this urgently.,Delivery,Medium,2023-05-09,Closed
958,I received the wrong item. The order number matches but the product is different. Please look into this matter.,Delivery,Medium,2023-09-15,Closed
959,I need an itemized bill breakdown. The total charges seem inflated. This has been going on for too long.,Billing,Medium,2024-01-07,Open
960,The search function on your platform returns irrelevant results or no results at all. This needs immediate attention.,Technical Support,Low,2023-05-24,Open
961,The online help documentation is outdated and doesn't match the current interface. This needs immediate attention.,Service Quality,Low,2024-06-22,Closed
962,I've contacted support 5 times about the same issue and it's still not resolved.,Service Quality,Low,2023-12-12,Closed
963,The billing cycle changed without my consent. I want to go back to monthly billing. This needs immediate attention.,Billing,Medium,2023-05-12,In Progress
964,My account history and past orders have been wiped clean after the migration. Expecting a quick resolution.,Account,Medium,2023-06-19,Closed
965,Your software is not compatible with the latest OS update. Please fix this. I need help with this issue.,Technical Support,Medium,2023-03-18,Open
966,I've been waiting on hold for over 45 minutes. This is unacceptable wait time. This has been going on for too long.,Service Quality,High,2023-02-02,Closed
967,I want to delete my account but there is no option to do so on the website. This needs immediate attention.,Account,Medium,2024-05-30,Closed
968,I need an itemized bill breakdown. The total charges seem inflated. I need help with this issue.,Billing,Medium,2024-06-26,Open
969,The print function is not working correctly. Pages come out blank or garbled. I am very disappointed.,Technical Support,Medium,2024-01-13,Closed
970,Screen sharing feature freezes during presentations. This is affecting my work. Please look into this matter.,Technical Support,Medium,2023-08-13,Closed
971,The website is extremely slow and keeps timing out. I can't complete any transactions. I am very disappointed.,Technical Support,High,2024-12-27,Closed
972,Data sync between desktop and mobile versions is not working properly.,Technical Support,Medium,2024-12-26,Closed
973,The gift wrapping I paid extra for was not included in the delivery. I need help with this issue.,Delivery,High,2024-01-08,Closed
974,My device is not connecting to your service. I've followed all troubleshooting steps.,Technical Support,Low,2024-12-25,Closed
975,The print function is not working correctly. Pages come out blank or garbled. Please look into this matter.,Technical Support,High,2023-01-28,In Progress
976,The API integration keeps returning timeout errors for our application. I am very disappointed.,Technical Support,High,2024-04-09,Open
977,The app keeps crashing every time I try to open it. I've tried reinstalling but no luck. Please resolve this urgently.,Technical Support,Medium,2024-06-27,Open
978,The live chat support agent disconnected without resolving my issue. Please resolve this urgently.,Service Quality,High,2024-01-16,In Progress
979,I was charged twice for my subscription this month. Please refund the extra amount. I need help with this issue.,Billing,High,2023-01-16,Open
980,I see duplicate transactions on my statement. Both need to be investigated. This has been going on for too long.,Billing,Low,2023-03-19,Open
981,I'm getting error code 502 whenever I try to access my dashboard. This needs immediate attention.,Technical Support,Medium,2023-02-21,Closed
982,My account shows a balance due but I already paid in full last week. This needs immediate attention.,Billing,High,2024-05-17,Closed
983,My loyalty points disappeared from my account after the system update.,Account,Medium,2023-10-15,Open
984,The export feature generates corrupted files. I cannot open the downloaded reports. Expecting a quick resolution.,Technical Support,Low,2024-11-16,Closed
985,The gift wrapping I paid extra for was not included in the delivery. This needs immediate attention.,Delivery,High,2024-11-28,Closed
986,Service reliability has been terrible with frequent outages this quarter. This needs immediate attention.,Service Quality,Medium,2023-09-15,Open
987,I've been waiting 3 weeks for an international shipment that was quoted 7 days. Please look into this matter.,Delivery,High,2024-03-30,Closed
988,Auto-save is not working and I lost 2 hours of work. Very frustrating.,Technical Support,Medium,2024-08-23,Closed
989,I filed a formal complaint two weeks ago and have received no acknowledgment. I am very disappointed.,Service Quality,Medium,2024-03-25,Open
990,My corporate discount is not reflecting on the latest bill. Please correct this. I need help with this issue.,Billing,Low,2024-12-31,In Progress
991,The gift wrapping I paid extra for was not included in the delivery. This has been going on for too long.,Delivery,Low,2024-06-07,In Progress
992,I cannot link my social media accounts to my profile anymore. I need help with this issue.,Account,Low,2024-02-02,In Progress
993,Your company's communication during the maintenance window was poor. This has been going on for too long.,Service Quality,High,2024-12-02,In Progress
994,Two-factor authentication is locked and I cannot access my account at all. I need help with this issue.,Technical Support,High,2024-10-24,Open
995,My payment was deducted but the service was not activated. I need an immediate refund. Please resolve this urgently.,Billing,Medium,2024-09-01,In Progress
996,The privacy settings on my account are not saving when I try to update them. Please look into this matter.,Account,Medium,2023-01-29,Open
997,The delivery date was changed twice without notifying me in advance. This needs immediate attention.,Delivery,Low,2023-11-06,Closed
998,My order shows shipped but the carrier says they never received the package. I need help with this issue.,Delivery,High,2023-12-29,Open
999,I cannot add a secondary user to my account as the option is greyed out. I need help with this issue.,Account,High,2024-12-02,Open
1000,The search function on your platform returns irrelevant results or no results at all. This needs immediate attention.,Technical Support,Medium,2023-12-25,Open
